Type,Name1,Name2,Const,Linear_1,Linear_2,Linear_3,Linear_4,Linear_5,Linear_6,Linear_7,Linear_8,Linear_9,Linear_10,Linear_11,Linear_12
linear,,,,,,,,,,,,,,,
linear,Close Hand,Open Hand,47.223025257213,-269.056731746159,90.5497074088573,-12.3820322475544,-440.913235297548,1.27480241970988,-0.459125604876912,0.418648018586986,0.893442418250957,-0.0359193771255579,-0.361473924006777,-0.140537067874359,0.100805500430171
linear,Flex Hand,Open Hand,-90.0052195416247,-115.5439472391,363.356109449024,-382.608641204179,-623.894741452196,-0.64595716711292,-1.82539434296324,2.91035311061002,1.98624836968968,0.775988687129464,1.00130987145968,-1.03714406822836,-0.0702334269077491
linear,Extend Hand,Open Hand,-170.597322659691,-531.600566028917,-967.76340867691,375.436496155499,-1136.40234188044,3.62872933189138,5.58344450816408,-1.4970321164433,2.45653693667786,-0.309241686897876,-0.72839507929918,0.406630359782163,0.433018474721703
linear,Pronation,Open Hand,26.1329874979742,-221.555033192442,166.655321326023,246.029463616356,-1140.21368092933,1.35918783884866,-1.09539088629502,0.671313456421326,2.06995134927623,0.0909851902023867,-0.0286872921261408,-0.536430307469167,0.199066930623051
linear,Supination,Open Hand,36.3376270145337,-477.998617259624,-325.733846877167,63.1463447402428,-865.654475533389,1.9579040427724,1.94749144454183,0.472954699718872,1.74701590879445,-0.0340224879131415,-0.359120674857008,-0.208578893217134,0.232197828857942
linear,Side Grip,Open Hand,13.2554129675835,-234.323727987736,75.1736185906603,170.101224770687,-813.310121806019,1.04130300495001,-0.31560372674476,0.0658033463207893,1.66807309228667,-0.118859613679721,-0.0455437097509418,-0.176757121021779,0.453378983958226
linear,Fine Grip,Open Hand,36.2803195610399,-235.965064051278,-127.684132302468,170.257286566221,-800.379324140058,0.64690152737486,1.01157200552902,0.0551519012618631,1.58125149494755,-0.189023277899141,-0.602523973190961,0.0896598959817509,0.39548407620763
linear,Agree,Open Hand,-88.2887019927603,-118.395601039923,71.9566399863042,268.130466392104,-644.505871836498,0.794840530950631,-0.144766918890517,-0.441559216584243,1.22926293335834,-0.346713851240585,0.0731260614848755,0.494549238862223,0.530129113151508
linear,Pointer,Open Hand,-139.634536464216,-4.98094010140045,125.21877203909,184.091338089749,-465.244496725672,-0.107499041976809,-0.306802016487194,0.145700044504832,0.771483140353037,0.452755385276653,0.213964294499538,0.547184457665121,0.242639594983356
linear,Open Hand,Close Hand,-47.223025257213,269.056731746159,-90.5497074088573,12.3820322475544,440.913235297548,-1.27480241970988,0.459125604876912,-0.418648018586986,-0.893442418250957,0.0359193771255579,0.361473924006777,0.140537067874359,-0.100805500430171
linear,,,,,,,,,,,,,,,
linear,Flex Hand,Close Hand,-137.228244798838,153.512784507059,272.806402040167,-370.226608956625,-182.981506154648,-1.9207595868228,-1.36626873808633,2.49170509202304,1.09280595143872,0.811908064255022,1.36278379546646,-0.896607000353999,-0.17103892733792
linear,Extend Hand,Close Hand,-217.820347916904,-262.543834282757,-1058.31311608577,387.818528403053,-695.489106582892,2.3539269121815,6.04257011304099,-1.91568013503029,1.5630945184269,-0.273322309772317,-0.366921155292403,0.547167427656521,0.332212974291532
linear,Pronation,Close Hand,-21.0900377592389,47.5016985537171,76.1056139171648,258.411495863911,-699.300445631776,0.0843854191387834,-0.636265281418103,0.252665437834343,1.17650893102527,0.126904567327945,0.332786631880636,-0.395893239594808,0.0982614301928808
linear,Supination,Close Hand,-10.8853982426794,-208.941885513465,-416.283554286025,75.5283769877972,-424.741240235841,0.683101623062528,2.40661704941874,0.0543066811318858,0.853573490543491,0.00189688921241635,0.00235324914976884,-0.0680418253427754,0.131392328427771
linear,Side Grip,Close Hand,-33.9676122896295,34.7330037584235,-15.376088818197,182.483257018241,-372.396886508471,-0.233499414759861,0.143521878132152,-0.352844672266197,0.774630674035718,-0.0829402365541629,0.315930214255835,-0.0362200531474199,0.352573483528055
linear,Fine Grip,Close Hand,-10.9427056961731,33.0916676948812,-218.233839711326,182.639318813775,-359.466088842509,-0.627900892335016,1.47069761040593,-0.363496117325122,0.687809076696595,-0.153103900773583,-0.241050049184185,0.23019696385611,0.29467857577746
linear,Agree,Close Hand,-135.511727249973,150.661130706236,-18.593067422553,280.512498639659,-203.59263653895,-0.479961888759244,0.314358685986394,-0.860207235171229,0.335820515107383,-0.310794474115027,0.434599985491653,0.635086306736581,0.429323612721336
linear,Pointer,Close Hand,-186.857561721429,264.075791644759,34.6690646302327,196.473370337304,-24.3312614281247,-1.38230146168669,0.152323588389716,-0.272947974082156,-0.121959277897917,0.488674762402211,0.575438218506315,0.68772152553948,0.141834094553185
linear,Open Hand,Flex Hand,90.0052195416247,115.5439472391,-363.356109449024,382.608641204179,623.894741452196,0.64595716711292,1.82539434296324,-2.91035311061002,-1.98624836968968,-0.775988687129464,-1.00130987145968,1.03714406822836,0.0702334269077491
linear,Close Hand,Flex Hand,137.228244798838,-153.512784507059,-272.806402040167,370.226608956625,182.981506154648,1.9207595868228,1.36626873808633,-2.49170509202304,-1.09280595143872,-0.811908064255022,-1.36278379546646,0.896607000353999,0.17103892733792
linear,,,,,,,,,,,,,,,
linear,Extend Hand,Flex Hand,-80.5921031180663,-416.056618789816,-1331.11951812593,758.045137359678,-512.507600428245,4.27468649900429,7.40883885112732,-4.40738522705332,0.470288566988183,-1.08523037402734,-1.72970495075886,1.44377442801052,0.503251901629452
linear,Pronation,Flex Hand,116.138207039599,-106.011085953341,-196.700788123002,628.638104820534,-516.318939477124,2.00514500596158,0.730003456668227,-2.23903965418869,0.0837029795865364,-0.685003496927077,-1.02999716358582,0.50071376075919,0.269300357530801
linear,Supination,Flex Hand,126.342846556158,-362.454670020524,-689.089956326191,445.754985944422,-241.759734081192,2.60386120988532,3.77288578750507,-2.43739841089115,-0.239232460895229,-0.810011175042605,-1.36043054631669,0.828565175011223,0.302431255765691
linear,Side Grip,Flex Hand,103.260632509208,-118.779780748635,-288.182490858364,552.709865974867,-189.415380353822,1.68726017206293,1.50979061621848,-2.84454976428924,-0.318175277403005,-0.894848300809185,-1.04685358121062,0.860386947206579,0.523612410865976
linear,Fine Grip,Flex Hand,126.285539102664,-120.421116812178,-491.040241751493,552.865927770399,-176.484582687858,1.29285869448778,2.83696634849226,-2.85520120934815,-0.404996874742132,-0.965011965028605,-1.60383384465064,1.12680396421011,0.46571750311538
linear,Agree,Flex Hand,1.71651754886429,-2.85165380082263,-291.39946946272,650.739107596283,-20.6111303842985,1.44079769806355,1.68062742407273,-3.35191232719426,-0.756985436331347,-1.12270253837005,-0.928183809974805,1.53169330709058,0.600362540059257
linear,Pointer,Flex Hand,-49.6293169225909,110.5630071377,-238.137337409934,566.69997929393,158.650244726522,0.538458125136111,1.51859232647605,-2.7646530661052,-1.21476522933663,-0.323233301852811,-0.787345576960143,1.58432852589348,0.312873021891105
linear,Open Hand,Extend Hand,170.597322659691,531.600566028917,967.76340867691,-375.436496155499,1136.40234188044,-3.62872933189138,-5.58344450816408,1.4970321164433,-2.45653693667786,0.309241686897876,0.72839507929918,-0.406630359782163,-0.433018474721703
linear,Close Hand,Extend Hand,217.820347916904,262.543834282757,1058.31311608577,-387.818528403053,695.489106582892,-2.3539269121815,-6.04257011304099,1.91568013503029,-1.5630945184269,0.273322309772317,0.366921155292403,-0.547167427656521,-0.332212974291532
linear,Flex Hand,Extend Hand,80.5921031180663,416.056618789816,1331.11951812593,-758.045137359678,512.507600428245,-4.27468649900429,-7.40883885112732,4.40738522705332,-0.470288566988183,1.08523037402734,1.72970495075886,-1.44377442801052,-0.503251901629452
linear,,,,,,,,,,,,,,,
linear,Pronation,Extend Hand,196.730310157665,310.045532836474,1134.41873000293,-129.407032539143,-3.81133904888529,-2.26954149304271,-6.6788353944591,2.16834557286463,-0.386585587401629,0.400226877100262,0.699707787173039,-0.94306066725133,-0.233951544098652
linear,Supination,Extend Hand,206.934949674225,53.6019487692913,642.029561799743,-312.290151415256,270.747866347051,-1.67082528911897,-3.63595306362225,1.96998681616217,-0.709521027883408,0.275219198984734,0.369274404442171,-0.615209252999297,-0.200820645863761
linear,Side Grip,Extend Hand,183.852735627275,297.27683804118,1042.93702726757,-205.335271384812,323.09222007442,-2.58742632694136,-5.89904823490884,1.56283546276409,-0.788463844391179,0.190382073218154,0.682851369548238,-0.583387480803941,0.0203605092365229
linear,Fine Grip,Extend Hand,206.877642220731,295.635501977638,840.079276374442,-205.179209589277,336.02301774038,-2.98182780451651,-4.57187250263506,1.55218401770516,-0.875285441730296,0.120218408998734,0.125871106108218,-0.316970463800412,-0.037534398514073
linear,Agree,Extend Hand,82.3086206669308,413.204964988993,1039.72004866322,-107.306029763395,491.896470043941,-2.83388880094074,-5.7282114270546,1.05547289985906,-1.22727400331952,-0.0374721643427097,0.801521140784055,0.0879188790800598,0.0971106384298041
linear,Pointer,Extend Hand,30.9627861954754,526.619625927516,1092.982180716,-191.34515806575,671.157845154768,-3.73622837386818,-5.89024652465128,1.64273216094813,-1.68505379632482,0.761997072174529,0.942359373798717,0.140554097882959,-0.190378879738347
linear,Open Hand,Pronation,-26.1329874979742,221.555033192442,-166.655321326023,-246.029463616356,1140.21368092933,-1.35918783884866,1.09539088629502,-0.671313456421326,-2.06995134927623,-0.0909851902023867,0.0286872921261408,0.536430307469167,-0.199066930623051
linear,Close Hand,Pronation,21.0900377592389,-47.5016985537171,-76.1056139171648,-258.411495863911,699.300445631776,-0.0843854191387834,0.636265281418103,-0.252665437834343,-1.17650893102527,-0.126904567327945,-0.332786631880636,0.395893239594808,-0.0982614301928808
linear,Flex Hand,Pronation,-116.138207039599,106.011085953341,196.700788123002,-628.638104820534,516.318939477124,-2.00514500596158,-0.730003456668227,2.23903965418869,-0.0837029795865364,0.685003496927077,1.02999716358582,-0.50071376075919,-0.269300357530801
linear,Extend Hand,Pronation,-196.730310157665,-310.045532836474,-1134.41873000293,129.407032539143,3.81133904888529,2.26954149304271,6.6788353944591,-2.16834557286463,0.386585587401629,-0.400226877100262,-0.699707787173039,0.94306066725133,0.233951544098652
linear,,,,,,,,,,,,,,,
linear,Supination,Pronation,10.2046395165595,-256.443584067182,-492.38916820319,-182.883118876113,274.559205395936,0.598716203923745,3.04288233083685,-0.198358756702457,-0.322935440481778,-0.125007678115528,-0.330433382730867,0.327851414252033,0.0331308982348902
linear,Side Grip,Pronation,-12.8775745303906,-12.7686947952937,-91.481702735362,-75.928238845669,326.903559123306,-0.317884833898645,0.779787159550256,-0.60551011010054,-0.401878256989551,-0.209844803882108,-0.0168564176248009,0.359673186447388,0.254312053335175
linear,Fine Grip,Pronation,10.1473320630658,-14.4100308588361,-294.339453628491,-75.7721770501353,339.834356789267,-0.712286311473798,2.10696289182404,-0.616161555159466,-0.488699854328671,-0.280008468101528,-0.573836681064821,0.626090203450918,0.196417145584579
linear,Agree,Pronation,-114.421689490734,103.159432152519,-94.6986813397178,22.101002775748,495.707809092827,-0.564347307898028,0.950623967404497,-1.11287267300557,-0.840688415917888,-0.437699041442972,0.101813353611017,1.03097954633139,0.331062182528456
linear,Pointer,Pronation,-165.76752396219,216.574093091042,-41.4365492869323,-61.9381255266071,674.969184203653,-1.46668688082547,0.78858886980782,-0.525613411916497,-1.29846820892319,0.361770195074266,0.242651586625679,1.08361476513429,0.0435726643603044
linear,Open Hand,Supination,-36.3376270145337,477.998617259624,325.733846877167,-63.1463447402428,865.654475533389,-1.9579040427724,-1.94749144454183,-0.472954699718872,-1.74701590879445,0.0340224879131415,0.359120674857008,0.208578893217134,-0.232197828857942
linear,Close Hand,Supination,10.8853982426794,208.941885513465,416.283554286025,-75.5283769877972,424.741240235841,-0.683101623062528,-2.40661704941874,-0.0543066811318858,-0.853573490543491,-0.00189688921241635,-0.00235324914976884,0.0680418253427754,-0.131392328427771
linear,Flex Hand,Supination,-126.342846556158,362.454670020524,689.089956326191,-445.754985944422,241.759734081192,-2.60386120988532,-3.77288578750507,2.43739841089115,0.239232460895229,0.810011175042605,1.36043054631669,-0.828565175011223,-0.302431255765691
linear,Extend Hand,Supination,-206.934949674225,-53.6019487692913,-642.029561799743,312.290151415256,-270.747866347051,1.67082528911897,3.63595306362225,-1.96998681616217,0.709521027883408,-0.275219198984734,-0.369274404442171,0.615209252999297,0.200820645863761
linear,Pronation,Supination,-10.2046395165595,256.443584067182,492.38916820319,182.883118876113,-274.559205395936,-0.598716203923745,-3.04288233083685,0.198358756702457,0.322935440481778,0.125007678115528,0.330433382730867,-0.327851414252033,-0.0331308982348902
linear,,,,,,,,,,,,,,,
linear,Side Grip,Supination,-23.0822140469501,243.674889271889,400.907465467828,106.954880030444,52.3443537273699,-0.91660103782239,-2.26309517128659,-0.407151353398083,-0.0789428165077739,-0.0848371257665792,0.313576965106066,0.0318217721953555,0.221181155100284
linear,Fine Grip,Supination,-0.0573074534937348,242.033553208346,198.049714574699,107.110941825978,65.2751513933308,-1.31100251539754,-0.935919439012809,-0.417802798457009,-0.165764413846893,-0.155000789986,-0.243403298333953,0.298238789198885,0.163286247349689
linear,Agree,Supination,-124.626329007294,359.603016219701,397.690486863472,204.984121651861,221.148603696891,-1.16306351182177,-2.09225836343235,-0.914513916303115,-0.517752975436109,-0.312691363327444,0.432246736341884,0.703128132079357,0.297931284293566
linear,Pointer,Supination,-175.972163478749,473.017677158224,450.952618916257,120.944993349507,400.409978807716,-2.06540308474922,-2.25429346102903,-0.327254655214042,-0.975532768441408,0.486777873189795,0.573084969356546,0.755763350882256,0.010441766125414
linear,Open Hand,Side Grip,-13.2554129675835,234.323727987736,-75.1736185906603,-170.101224770687,813.310121806019,-1.04130300495001,0.31560372674476,-0.0658033463207893,-1.66807309228667,0.118859613679721,0.0455437097509418,0.176757121021779,-0.453378983958226
linear,Close Hand,Side Grip,33.9676122896295,-34.7330037584235,15.376088818197,-182.483257018241,372.396886508471,0.233499414759861,-0.143521878132152,0.352844672266197,-0.774630674035718,0.0829402365541629,-0.315930214255835,0.0362200531474199,-0.352573483528055
linear,Flex Hand,Side Grip,-103.260632509208,118.779780748635,288.182490858364,-552.709865974867,189.415380353822,-1.68726017206293,-1.50979061621848,2.84454976428924,0.318175277403005,0.894848300809185,1.04685358121062,-0.860386947206579,-0.523612410865976
linear,Extend Hand,Side Grip,-183.852735627275,-297.27683804118,-1042.93702726757,205.335271384812,-323.09222007442,2.58742632694136,5.89904823490884,-1.56283546276409,0.788463844391179,-0.190382073218154,-0.682851369548238,0.583387480803941,-0.0203605092365229
linear,Pronation,Side Grip,12.8775745303906,12.7686947952937,91.481702735362,75.928238845669,-326.903559123306,0.317884833898645,-0.779787159550256,0.60551011010054,0.401878256989551,0.209844803882108,0.0168564176248009,-0.359673186447388,-0.254312053335175
linear,Supination,Side Grip,23.0822140469501,-243.674889271889,-400.907465467828,-106.954880030444,-52.3443537273699,0.91660103782239,2.26309517128659,0.407151353398083,0.0789428165077739,0.0848371257665792,-0.313576965106066,-0.0318217721953555,-0.221181155100284
linear,,,,,,,,,,,,,,,
linear,Fine Grip,Side Grip,23.0249065934564,-1.64133606354225,-202.857750893129,0.156061795533687,12.9307976659612,-0.394401477575155,1.32717573227378,-0.0106514450589254,-0.0868215973391202,-0.0701636642194205,-0.55698026344002,0.266417017003529,-0.0578949077505958
linear,Agree,Side Grip,-101.544114960344,115.928126947813,-3.21697860435594,98.0292416214171,168.804249969521,-0.246462473999383,0.170836807854242,-0.507362562905032,-0.438810158928335,-0.227854237560864,0.118669771235818,0.671306359884001,0.0767501291932811
linear,Pointer,Side Grip,-152.889949431799,229.342787886335,50.0451534484295,13.9901133190628,348.065625080346,-1.14880204692682,0.00880171025756511,0.0798966981840399,-0.896589951933635,0.571614998956374,0.25950800425048,0.7239415786869,-0.21073938897487
linear,Open Hand,Fine Grip,-36.2803195610399,235.965064051278,127.684132302468,-170.257286566221,800.379324140058,-0.64690152737486,-1.01157200552902,-0.0551519012618631,-1.58125149494755,0.189023277899141,0.602523973190961,-0.0896598959817509,-0.39548407620763
linear,Close Hand,Fine Grip,10.9427056961731,-33.0916676948812,218.233839711326,-182.639318813775,359.466088842509,0.627900892335016,-1.47069761040593,0.363496117325122,-0.687809076696595,0.153103900773583,0.241050049184185,-0.23019696385611,-0.29467857577746
linear,Flex Hand,Fine Grip,-126.285539102664,120.421116812178,491.040241751493,-552.865927770399,176.484582687858,-1.29285869448778,-2.83696634849226,2.85520120934815,0.404996874742132,0.965011965028605,1.60383384465064,-1.12680396421011,-0.46571750311538
linear,Extend Hand,Fine Grip,-206.877642220731,-295.635501977638,-840.079276374442,205.179209589277,-336.02301774038,2.98182780451651,4.57187250263506,-1.55218401770516,0.875285441730296,-0.120218408998734,-0.125871106108218,0.316970463800412,0.037534398514073
linear,Pronation,Fine Grip,-10.1473320630658,14.4100308588361,294.339453628491,75.7721770501353,-339.834356789267,0.712286311473798,-2.10696289182404,0.616161555159466,0.488699854328671,0.280008468101528,0.573836681064821,-0.626090203450918,-0.196417145584579
linear,Supination,Fine Grip,0.0573074534937348,-242.033553208346,-198.049714574699,-107.110941825978,-65.2751513933308,1.31100251539754,0.935919439012809,0.417802798457009,0.165764413846893,0.155000789986,0.243403298333953,-0.298238789198885,-0.163286247349689
linear,Side Grip,Fine Grip,-23.0249065934564,1.64133606354225,202.857750893129,-0.156061795533687,-12.9307976659612,0.394401477575155,-1.32717573227378,0.0106514450589254,0.0868215973391202,0.0701636642194205,0.55698026344002,-0.266417017003529,0.0578949077505958
linear,,,,,,,,,,,,,,,
linear,Agree,Fine Grip,-124.5690215538,117.569463011355,199.640772288773,97.8731798258833,155.87345230356,0.147939003575771,-1.15633892441954,-0.496711117846107,-0.351988561589215,-0.157690573341444,0.675650034675837,0.404889342880472,0.134645036943877
linear,Pointer,Fine Grip,-175.914856025256,230.984123949878,252.902904341558,13.8340515235287,335.134827414385,-0.75440056935167,-1.31837402201622,0.0905481432429666,-0.809768354594515,0.641778663175794,0.816488267690499,0.45752456168337,-0.152844481224275
linear,Open Hand,Agree,88.2887019927603,118.395601039923,-71.9566399863042,-268.130466392104,644.505871836498,-0.794840530950631,0.144766918890517,0.441559216584243,-1.22926293335834,0.346713851240585,-0.0731260614848755,-0.494549238862223,-0.530129113151508
linear,Close Hand,Agree,135.511727249973,-150.661130706236,18.593067422553,-280.512498639659,203.59263653895,0.479961888759244,-0.314358685986394,0.860207235171229,-0.335820515107383,0.310794474115027,-0.434599985491653,-0.635086306736581,-0.429323612721336
linear,Flex Hand,Agree,-1.71651754886429,2.85165380082263,291.39946946272,-650.739107596283,20.6111303842985,-1.44079769806355,-1.68062742407273,3.35191232719426,0.756985436331347,1.12270253837005,0.928183809974805,-1.53169330709058,-0.600362540059257
linear,Extend Hand,Agree,-82.3086206669308,-413.204964988993,-1039.72004866322,107.306029763395,-491.896470043941,2.83388880094074,5.7282114270546,-1.05547289985906,1.22727400331952,0.0374721643427097,-0.801521140784055,-0.0879188790800598,-0.0971106384298041
linear,Pronation,Agree,114.421689490734,-103.159432152519,94.6986813397178,-22.101002775748,-495.707809092827,0.564347307898028,-0.950623967404497,1.11287267300557,0.840688415917888,0.437699041442972,-0.101813353611017,-1.03097954633139,-0.331062182528456
linear,Supination,Agree,124.626329007294,-359.603016219701,-397.690486863472,-204.984121651861,-221.148603696891,1.16306351182177,2.09225836343235,0.914513916303115,0.517752975436109,0.312691363327444,-0.432246736341884,-0.703128132079357,-0.297931284293566
linear,Side Grip,Agree,101.544114960344,-115.928126947813,3.21697860435594,-98.0292416214171,-168.804249969521,0.246462473999383,-0.170836807854242,0.507362562905032,0.438810158928335,0.227854237560864,-0.118669771235818,-0.671306359884001,-0.0767501291932811
linear,Fine Grip,Agree,124.5690215538,-117.569463011355,-199.640772288773,-97.8731798258833,-155.87345230356,-0.147939003575771,1.15633892441954,0.496711117846107,0.351988561589215,0.157690573341444,-0.675650034675837,-0.404889342880472,-0.134645036943877
linear,,,,,,,,,,,,,,,
linear,Pointer,Agree,-51.3458344714554,113.414660938523,53.2621320527854,-84.0391283023545,179.261375110825,-0.902339572927441,-0.162035097596677,0.587259261089073,-0.4577797930053,0.799469236517238,0.140838233014662,0.0526352188028988,-0.287489518168151
linear,Open Hand,Pointer,139.634536464216,4.98094010140045,-125.21877203909,-184.091338089749,465.244496725672,0.107499041976809,0.306802016487194,-0.145700044504832,-0.771483140353037,-0.452755385276653,-0.213964294499538,-0.547184457665121,-0.242639594983356
linear,Close Hand,Pointer,186.857561721429,-264.075791644759,-34.6690646302327,-196.473370337304,24.3312614281247,1.38230146168669,-0.152323588389716,0.272947974082156,0.121959277897917,-0.488674762402211,-0.575438218506315,-0.68772152553948,-0.141834094553185
linear,Flex Hand,Pointer,49.6293169225909,-110.5630071377,238.137337409934,-566.69997929393,-158.650244726522,-0.538458125136111,-1.51859232647605,2.7646530661052,1.21476522933663,0.323233301852811,0.787345576960143,-1.58432852589348,-0.312873021891105
linear,Extend Hand,Pointer,-30.9627861954754,-526.619625927516,-1092.982180716,191.34515806575,-671.157845154768,3.73622837386818,5.89024652465128,-1.64273216094813,1.68505379632482,-0.761997072174529,-0.942359373798717,-0.140554097882959,0.190378879738347
linear,Pronation,Pointer,165.76752396219,-216.574093091042,41.4365492869323,61.9381255266071,-674.969184203653,1.46668688082547,-0.78858886980782,0.525613411916497,1.29846820892319,-0.361770195074266,-0.242651586625679,-1.08361476513429,-0.0435726643603044
linear,Supination,Pointer,175.972163478749,-473.017677158224,-450.952618916257,-120.944993349507,-400.409978807716,2.06540308474922,2.25429346102903,0.327254655214042,0.975532768441408,-0.486777873189795,-0.573084969356546,-0.755763350882256,-0.010441766125414
linear,Side Grip,Pointer,152.889949431799,-229.342787886335,-50.0451534484295,-13.9901133190628,-348.065625080346,1.14880204692682,-0.00880171025756511,-0.0798966981840399,0.896589951933635,-0.571614998956374,-0.25950800425048,-0.7239415786869,0.21073938897487
linear,Fine Grip,Pointer,175.914856025256,-230.984123949878,-252.902904341558,-13.8340515235287,-335.134827414385,0.75440056935167,1.31837402201622,-0.0905481432429666,0.809768354594515,-0.641778663175794,-0.816488267690499,-0.45752456168337,0.152844481224275
linear,Agree,Pointer,51.3458344714554,-113.414660938523,-53.2621320527854,84.0391283023545,-179.261375110825,0.902339572927441,0.162035097596677,-0.587259261089073,0.4577797930053,-0.799469236517238,-0.140838233014662,-0.0526352188028988,0.287489518168151
linear,,,,,,,,,,,,,,,
